TaxonID,Family,Genus,Species,MammalName,Mass,FillMass
3764,MURIDAE,Melomys,rubicola,Melomys rubicola,100,0
3765,MURIDAE,Melomys,rufescens,Melomys rufescens,190,0
3766,MURIDAE,Melomys,talaudium,Melomys talaudium,96.55454545,1
3768,MURIDAE,Meriones,arimalius,Meriones arimalius,190,0
3769,MURIDAE,Meriones,chengi,Meriones chengi,190,0
3770,MURIDAE,Meriones,crassus,Meriones crassus,79.97,0
3771,MURIDAE,Meriones,dahli,Meriones dahli,190,0
3772,MURIDAE,Meriones,grandis,Meriones grandis,118.749875,1
3773,MURIDAE,Meriones,hurrianae,Meriones hurrianae,70,0
3774,MURIDAE,Meriones,libycus,Meriones libycus,91.333,0
3775,MURIDAE,Meriones,meridianus,Meriones meridianus,62.1,0
3776,MURIDAE,Meriones,persicus,Meriones persicus,100,0
3777,MURIDAE,Meriones,rex,Meriones rex,125.25,0
3778,MURIDAE,Meriones,sacramenti,Meriones sacramenti,200,0
3779,MURIDAE,Meriones,shawi,Meriones shawi,90.6,0
3780,MURIDAE,Meriones,tamariscinus,Meriones tamariscinus,120,0
3781,MURIDAE,Meriones,tristrami,Meriones tristrami,105,0
3782,MURIDAE,Meriones,unguiculatus,Meriones unguiculatus,53.3,0
3783,MURIDAE,Meriones,vinogradovi,Meriones vinogradovi,150,0
3784,MURIDAE,Meriones,zarudnyi,Meriones zarudnyi,82.445,0
3786,MURIDAE,Mesembriomys,gouldii,Mesembriomys gouldii,716.5,0
3787,MURIDAE,Mesembriomys,macrurus,Mesembriomys macrurus,267,0
3789,MURIDAE,Microdillus,peeli,Microdillus peeli,190,0
3791,MURIDAE,Microhydromys,musseri,Microhydromys musseri,190,0
3792,MURIDAE,Microhydromys,richardsoni,Microhydromys richardsoni,10.25,0
3794,MURIDAE,Micromys,minutus,Micromys minutus,6,0
3796,MURIDAE,Millardia,gleadowi,Millardia gleadowi,30.8,0
3797,MURIDAE,Millardia,kathleenae,Millardia kathleenae,93,0
3798,MURIDAE,Millardia,kondana,Millardia kondana,147,0
3799,MURIDAE,Millardia,meltada,Millardia meltada,70,0
3801,MURIDAE,Muriculus,imberbis,Muriculus imberbis,18.5,0
3803,MURIDAE,Mus,baoulei,Mus baoulei,15.47474,1
3804,MURIDAE,Mus,booduga,Mus booduga,11.5525,0
3805,MURIDAE,Mus,bufo,Mus bufo,9.2,0
3806,MURIDAE,Mus,callewaerti,Mus callewaerti,15.47474,1
3807,MURIDAE,Mus,caroli,Mus caroli,11.25,0
3808,MURIDAE,Mus,cervicolor,Mus cervicolor,17.7,0
3809,MURIDAE,Mus,cookii,Mus cookii,20.467,0
3810,MURIDAE,Mus,crociduroides,Mus crociduroides,28.7,0
3811,MURIDAE,Mus,cypriacus,Mus cypriacus,15.47474,1
3812,MURIDAE,Mus,famulus,Mus famulus,22.88,0
3813,MURIDAE,Mus,fernandoni,Mus fernandoni,15.47474,1
3814,MURIDAE,Mus,fragilicauda,Mus fragilicauda,15.47474,1
3815,MURIDAE,Mus,goundae,Mus goundae,15.47474,1
3816,MURIDAE,Mus,haussa,Mus haussa,15.47474,1
3817,MURIDAE,Mus,indutus,Mus indutus,6.15,0
3818,MURIDAE,Mus,macedonicus,Mus macedonicus,15,0
3819,MURIDAE,Mus,mahomet,Mus mahomet,10,0
3820,MURIDAE,Mus,mattheyi,Mus mattheyi,15.47474,1
3821,MURIDAE,Mus,mayori,Mus mayori,15.47474,1
3822,MURIDAE,Mus,minutoides,Mus minutoides,7.011,0
3823,MURIDAE,Mus,musculoides,Mus musculoides,6,0
3824,MURIDAE,Mus,musculus,Mus musculus,16.125,0
3825,MURIDAE,Mus,neavei,Mus neavei,15.47474,1
3826,MURIDAE,Mus,orangiae,Mus orangiae,15.47474,1
3827,MURIDAE,Mus,oubanguii,Mus oubanguii,15.47474,1
3828,MURIDAE,Mus,pahari,Mus pahari,25.733,0
3829,MURIDAE,Mus,phillipsi,Mus phillipsi,12.3,0
3830,MURIDAE,Mus,platythrix,Mus platythrix,25.2,0
3831,MURIDAE,Mus,saxicola,Mus saxicola,21.4,0
3832,MURIDAE,Mus,setulosus,Mus setulosus,9.4,0
3833,MURIDAE,Mus,setzeri,Mus setzeri,6.65,0
3834,MURIDAE,Mus,shortridgei,Mus shortridgei,34.6,0
3835,MURIDAE,Mus,sorella,Mus sorella,15.47474,1
3836,MURIDAE,Mus,spicilegus,Mus spicilegus,14,0
3837,MURIDAE,Mus,spretus,Mus spretus,12.8,0
3838,MURIDAE,Mus,tenellus,Mus tenellus,15.47474,1
3839,MURIDAE,Mus,terricolor,Mus terricolor,9,0
3840,MURIDAE,Mus,triton,Mus triton,13.55,0
3841,MURIDAE,Mus,vulcani,Mus vulcani,20.2,0
3843,MURIDAE,Mylomys,dybowskii,Mylomys dybowskii,114.4,0
3844,MURIDAE,Mylomys,rex,Mylomys rex,114.4,1
3846,MURIDAE,Myomyscus,angolensis,Myomyscus angolensis,41,1
3847,MURIDAE,Myomyscus,brockmani,Myomyscus brockmani,41,1
3848,MURIDAE,Myomyscus,verreauxii,Myomyscus verreauxii,41,0
3849,MURIDAE,Myomyscus,yemeni,Myomyscus yemeni,41,1
3851,MURIDAE,Nesokia,bunnii,Nesokia bunnii,178.084,1
3852,MURIDAE,Nesokia,indica,Nesokia indica,178.084,0
3854,MURIDAE,Nesoromys,ceramicus,Nesoromys ceramicus,-9999,0
3856,MURIDAE,Nilopegamys,plumbeus,Nilopegamys plumbeus,-9999,0
3858,MURIDAE,Niviventer,andersoni,Niviventer andersoni,147,0
3859,MURIDAE,Niviventer,brahma,Niviventer brahma,97.3,0
3860,MURIDAE,Niviventer,cameroni,Niviventer cameroni,77.50074444,1
3861,MURIDAE,Niviventer,confucianus,Niviventer confucianus,65,0
3862,MURIDAE,Niviventer,coninga,Niviventer coninga,20,0
3863,MURIDAE,Niviventer,cremoriventer,Niviventer cremoriventer,69.7125,0
3864,MURIDAE,Niviventer,culturatus,Niviventer culturatus,20,0
3865,MURIDAE,Niviventer,eha,Niviventer eha,53.6,0
3866,MURIDAE,Niviventer,excelsior,Niviventer excelsior,102,0
3867,MURIDAE,Niviventer,fraternus,Niviventer fraternus,77.50074444,1
3868,MURIDAE,Niviventer,fulvescens,Niviventer fulvescens,82.54866667,0
3869,MURIDAE,Niviventer,hinpoon,Niviventer hinpoon,61,0
3870,MURIDAE,Niviventer,langbianis,Niviventer langbianis,69.8,0
3871,MURIDAE,Niviventer,lepturus,Niviventer lepturus,84.8,0
3872,MURIDAE,Niviventer,niviventer,Niviventer niviventer,100,0
3873,MURIDAE,Niviventer,rapit,Niviventer rapit,86.75,0
3874,MURIDAE,Niviventer,tenaster,Niviventer tenaster,103,0
3876,MURIDAE,Notomys,alexis,Notomys alexis,35,0
3877,MURIDAE,Notomys,amplus,Notomys amplus,39.2,1
3878,MURIDAE,Notomys,aquilo,Notomys aquilo,39,0
3879,MURIDAE,Notomys,cervinus,Notomys cervinus,35,0
3880,MURIDAE,Notomys,fuscus,Notomys fuscus,35,0
3881,MURIDAE,Notomys,longicaudatus,Notomys longicaudatus,39.2,1
3882,MURIDAE,Notomys,macrotis,Notomys macrotis,39.2,1
3883,MURIDAE,Notomys,mitchellii,Notomys mitchellii,52,0
3884,MURIDAE,Notomys,mordax,Notomys mordax,39.2,1
3886,MURIDAE,Oenomys,hypoxanthus,Oenomys hypoxanthus,89.999,0
3887,MURIDAE,Oenomys,ornatus,Oenomys ornatus,85.5,0
3889,MURIDAE,Otomys,anchietae,Otomys anchietae,118.437625,1
3890,MURIDAE,Otomys,angoniensis,Otomys angoniensis,121.9,0
3891,MURIDAE,Otomys,barbouri,Otomys barbouri,118.437625,1
3892,MURIDAE,Otomys,burtoni,Otomys burtoni,118.437625,1
3893,MURIDAE,Otomys,cuanzensis,Otomys cuanzensis,118.437625,1
3894,MURIDAE,Otomys,denti,Otomys denti,120,0
3895,MURIDAE,Otomys,irroratus,Otomys irroratus,118.017,0
3896,MURIDAE,Otomys,lacustris,Otomys lacustris,118.437625,1
3897,MURIDAE,Otomys,laminatus,Otomys laminatus,145,0
3898,MURIDAE,Otomys,occidentalis,Otomys occidentalis,118.437625,1
3899,MURIDAE,Otomys,saundersiae,Otomys saundersiae,103.001,0
3900,MURIDAE,Otomys,sloggetti,Otomys sloggetti,106.25,0
3901,MURIDAE,Otomys,tropicalis,Otomys tropicalis,108.833,0
3902,MURIDAE,Otomys,typus,Otomys typus,118.437625,1
3903,MURIDAE,Otomys,unisulcatus,Otomys unisulcatus,124.5,0
3905,MURIDAE,Pachyuromys,duprasi,Pachyuromys duprasi,47.5,0
3907,MURIDAE,Palawanomys,furvus,Palawanomys furvus,-9999,0
3909,MURIDAE,Papagomys,armandvillei,Papagomys armandvillei,-9999,0
3911,MURIDAE,Parahydromys,asper,Parahydromys asper,540,0
3913,MURIDAE,Paraleptomys,rufilatus,Paraleptomys rufilatus,55,0
3914,MURIDAE,Paraleptomys,wilhelmina,Paraleptomys wilhelmina,33,0
3916,MURIDAE,Paramelomys,gressitti,Paramelomys gressitti,95.48333333,1
3917,MURIDAE,Paramelomys,levipes,Paramelomys levipes,86.7,0
3918,MURIDAE,Paramelomys,lorentzii,Paramelomys lorentzii,150,0
3919,MURIDAE,Paramelomys,mollis,Paramelomys mollis,90.05,0
3920,MURIDAE,Paramelomys,moncktoni,Paramelomys moncktoni,95.4,0
3921,MURIDAE,Paramelomys,naso,Paramelomys naso,95.48333333,1
3922,MURIDAE,Paramelomys,platyops,Paramelomys platyops,104.2,0
3923,MURIDAE,Paramelomys,rubex,Paramelomys rubex,46.55,0
3924,MURIDAE,Paramelomys,steini,Paramelomys steini,95.48333333,1
3926,MURIDAE,Parotomys,brantsii,Parotomys brantsii,129.5,0
3927,MURIDAE,Parotomys,littledalei,Parotomys littledalei,126.999,0
3929,MURIDAE,Paruromys,dominator,Paruromys dominator,-9999,0
3931,MURIDAE,Paulamys,naso,Paulamys naso,-9999,0
3933,MURIDAE,Pelomys,campanae,Pelomys campanae,79.99966667,1
3934,MURIDAE,Pelomys,fallax,Pelomys fallax,129.999,0
3935,MURIDAE,Pelomys,hopkinsi,Pelomys hopkinsi,79.99966667,1
3936,MURIDAE,Pelomys,isseli,Pelomys isseli,60,0
3937,MURIDAE,Pelomys,minor,Pelomys minor,50,0
3939,MURIDAE,Phloeomys,cumingi,Phloeomys cumingi,1946.333,0
3940,MURIDAE,Phloeomys,pallidus,Phloeomys pallidus,1946.333,1
3942,MURIDAE,Pithecheir,melanurus,Pithecheir melanurus,108,0
3943,MURIDAE,Pithecheir,parvus,Pithecheir parvus,106,0
3945,MURIDAE,Pithecheirops,otion,Pithecheirops otion,-9999,0
3947,MURIDAE,Pogonomelomys,brassi,Pogonomelomys brassi,109.7,1
3948,MURIDAE,Pogonomelomys,bruijnii,Pogonomelomys bruijnii,109.7,1
3949,MURIDAE,Pogonomelomys,mayeri,Pogonomelomys mayeri,109.7,0
3951,MURIDAE,Pogonomys,championi,Pogonomys championi,50.45,0
3952,MURIDAE,Pogonomys,fergussoniensis,Pogonomys fergussoniensis,60.72083333,1
3953,MURIDAE,Pogonomys,loriae,Pogonomys loriae,95.13333333,0
3954,MURIDAE,Pogonomys,macrourus,Pogonomys macrourus,53.95,0
3955,MURIDAE,Pogonomys,sylvestris,Pogonomys sylvestris,43.35,0
3957,MURIDAE,Praomys,daltoni,Praomys daltoni,38.5,0
3958,MURIDAE,Praomys,degraaffi,Praomys degraaffi,37.61785714,1
3959,MURIDAE,Praomys,delectorum,Praomys delectorum,36,0
3960,MURIDAE,Praomys,derooi,Praomys derooi,32,0
3961,MURIDAE,Praomys,hartwigi,Praomys hartwigi,37.61785714,1
3962,MURIDAE,Praomys,jacksoni,Praomys jacksoni,42,0
3963,MURIDAE,Praomys,lukolelae,Praomys lukolelae,37.61785714,1
3964,MURIDAE,Praomys,minor,Praomys minor,37.61785714,1
3965,MURIDAE,Praomys,misonnei,Praomys misonnei,37.61785714,1
3966,MURIDAE,Praomys,morio,Praomys morio,30,0
3967,MURIDAE,Praomys,mutoni,Praomys mutoni,37.61785714,1
3968,MURIDAE,Praomys,obscurus,Praomys obscurus,37.61785714,1
3969,MURIDAE,Praomys,petteri,Praomys petteri,37.61785714,1
3970,MURIDAE,Praomys,rostratus,Praomys rostratus,37.61785714,1
3971,MURIDAE,Praomys,tullbergi,Praomys tullbergi,35.825,0
3972,MURIDAE,Praomys,verschureni,Praomys verschureni,49,0
3974,MURIDAE,Protochromys,fellowsi,Protochromys fellowsi,81,0
3976,MURIDAE,Psammomys,obesus,Psammomys obesus,149.575,0
3977,MURIDAE,Psammomys,vexillaris,Psammomys vexillaris,190,0
3979,MURIDAE,Pseudohydromys,ellermani,Pseudohydromys ellermani,22.5,0
3980,MURIDAE,Pseudohydromys,fuscus,Pseudohydromys fuscus,18.75,0
3981,MURIDAE,Pseudohydromys,germani,Pseudohydromys germani,19.9875,1
3982,MURIDAE,Pseudohydromys,murinus,Pseudohydromys murinus,16.8,0
3983,MURIDAE,Pseudohydromys,occidentalis,Pseudohydromys occidentalis,21.9,0
3985,MURIDAE,Pseudomys,albocinereus,Pseudomys albocinereus,30.5,0
3986,MURIDAE,Pseudomys,apodemoides,Pseudomys apodemoides,20,0
3987,MURIDAE,Pseudomys,australis,Pseudomys australis,65,0
3988,MURIDAE,Pseudomys,bolami,Pseudomys bolami,15.5,0
3989,MURIDAE,Pseudomys,calabyi,Pseudomys calabyi,38.09210526,1
3990,MURIDAE,Pseudomys,chapmani,Pseudomys chapmani,12,0
3991,MURIDAE,Pseudomys,delicatulus,Pseudomys delicatulus,11,0
3992,MURIDAE,Pseudomys,desertor,Pseudomys desertor,25,0
3993,MURIDAE,Pseudomys,fieldi,Pseudomys fieldi,45,0
3994,MURIDAE,Pseudomys,fumeus,Pseudomys fumeus,70,0
3995,MURIDAE,Pseudomys,glaucus,Pseudomys glaucus,38.09210526,1
3996,MURIDAE,Pseudomys,gouldii,Pseudomys gouldii,38.09210526,1
3997,MURIDAE,Pseudomys,gracilicaudatus,Pseudomys gracilicaudatus,74.75,0
3998,MURIDAE,Pseudomys,hermannsburgensis,Pseudomys hermannsburgensis,12,0
3999,MURIDAE,Pseudomys,higginsi,Pseudomys higginsi,67,0
4000,MURIDAE,Pseudomys,johnsoni,Pseudomys johnsoni,12,0
4001,MURIDAE,Pseudomys,nanus,Pseudomys nanus,34,0
4002,MURIDAE,Pseudomys,novaehollandiae,Pseudomys novaehollandiae,20,0
4003,MURIDAE,Pseudomys,occidentalis,Pseudomys occidentalis,34,0
4004,MURIDAE,Pseudomys,oralis,Pseudomys oralis,95,0
4005,MURIDAE,Pseudomys,patrius,Pseudomys patrius,38.09210526,1
4006,MURIDAE,Pseudomys,pilligaensis,Pseudomys pilligaensis,11,0
4007,MURIDAE,Pseudomys,shortridgei,Pseudomys shortridgei,70,0
4009,MURIDAE,Rattus,adustus,Rattus adustus,158,0
4010,MURIDAE,Rattus,andamanensis,Rattus andamanensis,173.0803298,1
4011,MURIDAE,Rattus,annandalei,Rattus annandalei,216.1,0
4012,MURIDAE,Rattus,arfakienis,Rattus arfakienis,173.0803298,1
4013,MURIDAE,Rattus,argentiventer,Rattus argentiventer,133.125,0
4014,MURIDAE,Rattus,arrogans,Rattus arrogans,173.0803298,1
4015,MURIDAE,Rattus,baluensis,Rattus baluensis,108.75,0
4016,MURIDAE,Rattus,blangorum,Rattus blangorum,173.0803298,1
4017,MURIDAE,Rattus,bontanus,Rattus bontanus,239,0
4018,MURIDAE,Rattus,burrus,Rattus burrus,173.0803298,1
4019,MURIDAE,Rattus,colletti,Rattus colletti,61,0
4020,MURIDAE,Rattus,elaphinus,Rattus elaphinus,131.35,0
4021,MURIDAE,Rattus,enganus,Rattus enganus,305,0
4022,MURIDAE,Rattus,everetti,Rattus everetti,255.033,0
4023,MURIDAE,Rattus,exulans,Rattus exulans,47.3125,0
4024,MURIDAE,Rattus,feliceus,Rattus feliceus,306,0
4025,MURIDAE,Rattus,fuscipes,Rattus fuscipes,133,0
4026,MURIDAE,Rattus,giluwensis,Rattus giluwensis,173.0803298,1
4027,MURIDAE,Rattus,hainaldi,Rattus hainaldi,173.0803298,1
4028,MURIDAE,Rattus,hoffmanni,Rattus hoffmanni,147,0
4029,MURIDAE,Rattus,hoogerwerfi,Rattus hoogerwerfi,165,0
4030,MURIDAE,Rattus,jobiensis,Rattus jobiensis,380,0
4031,MURIDAE,Rattus,koopmani,Rattus koopmani,173.0803298,1
4032,MURIDAE,Rattus,korinchi,Rattus korinchi,131,0
4033,MURIDAE,Rattus,leucopus,Rattus leucopus,171.725,0
4034,MURIDAE,Rattus,losea,Rattus losea,77,0
4035,MURIDAE,Rattus,lugens,Rattus lugens,224,0
4036,MURIDAE,Rattus,lutreolus,Rattus lutreolus,106,0
4037,MURIDAE,Rattus,macleari,Rattus macleari,173.0803298,1
4038,MURIDAE,Rattus,marmosurus,Rattus marmosurus,217,0
4039,MURIDAE,Rattus,mindorensis,Rattus mindorensis,136,0
4040,MURIDAE,Rattus,mollicomulus,Rattus mollicomulus,173.0803298,1
4041,MURIDAE,Rattus,montanus,Rattus montanus,136,0
4042,MURIDAE,Rattus,mordax,Rattus mordax,230,0
4043,MURIDAE,Rattus,morotaiensis,Rattus morotaiensis,148.25,0
4044,MURIDAE,Rattus,nativitatis,Rattus nativitatis,173.0803298,1
4045,MURIDAE,Rattus,niobe,Rattus niobe,46.1,0
4046,MURIDAE,Rattus,nitidus,Rattus nitidus,133.5,0
4047,MURIDAE,Rattus,norvegicus,Rattus norvegicus,356.65,0
4048,MURIDAE,Rattus,novaeguineae,Rattus novaeguineae,133,0
4049,MURIDAE,Rattus,omichlodes,Rattus omichlodes,173.0803298,1
4050,MURIDAE,Rattus,osgoodi,Rattus osgoodi,93,0
4051,MURIDAE,Rattus,palmarum,Rattus palmarum,491,0
4052,MURIDAE,Rattus,pelurus,Rattus pelurus,173.0803298,1
4053,MURIDAE,Rattus,pococki,Rattus pococki,173.0803298,1
4054,MURIDAE,Rattus,praetor,Rattus praetor,204.125,0
4055,MURIDAE,Rattus,pyctoris,Rattus pyctoris,136,0
4056,MURIDAE,Rattus,ranjiniae,Rattus ranjiniae,120,0
4057,MURIDAE,Rattus,rattus,Rattus rattus,178.25,0
4058,MURIDAE,Rattus,richardsoni,Rattus richardsoni,64.3,0
4059,MURIDAE,Rattus,salocco,Rattus salocco,173.0803298,1
4060,MURIDAE,Rattus,satarae,Rattus satarae,173.0803298,1
4061,MURIDAE,Rattus,simalurensis,Rattus simalurensis,173.0803298,1
4062,MURIDAE,Rattus,sordidus,Rattus sordidus,157.5,0
4063,MURIDAE,Rattus,steini,Rattus steini,155,0
4064,MURIDAE,Rattus,stoicus,Rattus stoicus,323,0
4065,MURIDAE,Rattus,tanezumi,Rattus tanezumi,134,0
4066,MURIDAE,Rattus,tawitawiensis,Rattus tawitawiensis,180,0
4067,MURIDAE,Rattus,timorensis,Rattus timorensis,173.0803298,1
4068,MURIDAE,Rattus,tiomanicus,Rattus tiomanicus,129.955,0
4069,MURIDAE,Rattus,tunneyi,Rattus tunneyi,124,0
4070,MURIDAE,Rattus,vandeuseni,Rattus vandeuseni,67.25,0
4071,MURIDAE,Rattus,verecundus,Rattus verecundus,108.5,0
4072,MURIDAE,Rattus,villosissimus,Rattus villosissimus,134,0
4073,MURIDAE,Rattus,xanthurus,Rattus xanthurus,303,0
4075,MURIDAE,Rhabdomys,pumilio,Rhabdomys pumilio,41.117,0
4077,MURIDAE,Rhombomys,opimus,Rhombomys opimus,144,0
4079,MURIDAE,Rhynchomys,banahao,Rhynchomys banahao,154.75,1
4080,MURIDAE,Rhynchomys,isarogensis,Rhynchomys isarogensis,122.5,0
4081,MURIDAE,Rhynchomys,soricoides,Rhynchomys soricoides,187,0
4082,MURIDAE,Rhynchomys,tapulao,Rhynchomys tapulao,154.75,1
4084,MURIDAE,Saxatilomys,paulinae,Saxatilomys paulinae,-9999,0
4086,MURIDAE,Sekeetamys,calurus,Sekeetamys calurus,55.25,0
4088,MURIDAE,Solomys,ponceleti,Solomys ponceleti,1000,0
4089,MURIDAE,Solomys,salamonis,Solomys salamonis,698.5,1
4090,MURIDAE,Solomys,salebrosus,Solomys salebrosus,397,0
4091,MURIDAE,Solomys,sapientis,Solomys sapientis,698.5,1
4093,MURIDAE,Sommeromys,macrorhinos,Sommeromys macrorhinos,-9999,0
4095,MURIDAE,Srilankamys,ohiensis,Srilankamys ohiensis,-9999,0
4097,MURIDAE,Stenocephalemys,albipes,Stenocephalemys albipes,92.916,1
4098,MURIDAE,Stenocephalemys,albocaudata,Stenocephalemys albocaudata,143.999,0
4099,MURIDAE,Stenocephalemys,griseicauda,Stenocephalemys griseicauda,85.749,0
4100,MURIDAE,Stenocephalemys,ruppi,Stenocephalemys ruppi,49,0
4102,MURIDAE,Stochomys,longicaudatus,Stochomys longicaudatus,70.95,0
4104,MURIDAE,Sundamys,infraluteus,Sundamys infraluteus,418.5,0
4105,MURIDAE,Sundamys,maxi,Sundamys maxi,361,0
4106,MURIDAE,Sundamys,muelleri,Sundamys muelleri,275.67,0
4108,MURIDAE,Taeromys,arcuatus,Taeromys arcuatus,227,0
4109,MURIDAE,Taeromys,callitrichus,Taeromys callitrichus,271,0
4110,MURIDAE,Taeromys,celebensis,Taeromys celebensis,323,0
4111,MURIDAE,Taeromys,hamatus,Taeromys hamatus,196,0
4112,MURIDAE,Taeromys,microbullatus,Taeromys microbullatus,233.6666667,1
4113,MURIDAE,Taeromys,punicans,Taeromys punicans,138,0
4114,MURIDAE,Taeromys,taerae,Taeromys taerae,247,0
4116,MURIDAE,Tarsomys,apoensis,Tarsomys apoensis,-9999,0
4117,MURIDAE,Tarsomys,echinatus,Tarsomys echinatus,-9999,0
4119,MURIDAE,Tateomys,macrocercus,Tateomys macrocercus,42.7,0
4120,MURIDAE,Tateomys,rhinogradoides,Tateomys rhinogradoides,82.8,0
4122,MURIDAE,Tatera,indica,Tatera indica,166.3125,0
4124,MURIDAE,Taterillus,arenarius,Taterillus arenarius,47,0
4125,MURIDAE,Taterillus,congicus,Taterillus congicus,190,0
4126,MURIDAE,Taterillus,emini,Taterillus emini,52,0
4127,MURIDAE,Taterillus,gracilis,Taterillus gracilis,48,0
4128,MURIDAE,Taterillus,lacustris,Taterillus lacustris,190,0
4129,MURIDAE,Taterillus,petteri,Taterillus petteri,50.8,0
4130,MURIDAE,Taterillus,pygargus,Taterillus pygargus,60.2,0
4131,MURIDAE,Taterillus,tranieri,Taterillus tranieri,91.14285714,1
4133,MURIDAE,Thallomys,loringi,Thallomys loringi,102.6005,1
4134,MURIDAE,Thallomys,nigricauda,Thallomys nigricauda,124.7,0
4135,MURIDAE,Thallomys,paedulcus,Thallomys paedulcus,80.501,0
4136,MURIDAE,Thallomys,shortridgei,Thallomys shortridgei,102.6005,1
4138,MURIDAE,Thamnomys,kempi,Thamnomys kempi,75,0
4139,MURIDAE,Thamnomys,schoutedeni,Thamnomys schoutedeni,68.4375,1
4140,MURIDAE,Thamnomys,venustus,Thamnomys venustus,61.875,0
4142,MURIDAE,Tokudaia,muenninki,Tokudaia muenninki,177.4,0
4143,MURIDAE,Tokudaia,osimensis,Tokudaia osimensis,129.6,0
4144,MURIDAE,Tokudaia,tokunoshimensis,Tokudaia tokunoshimensis,153.5,1
4146,MURIDAE,Tonkinomys,daovantieni,Tonkinomys daovantieni,-9999,0
4148,MURIDAE,Tryphomys,adustus,Tryphomys adustus,-9999,0
4150,MURIDAE,Uranomys,ruddi,Uranomys ruddi,40.429,0
4152,MURIDAE,Uromys,anak,Uromys anak,664.5,0
4153,MURIDAE,Uromys,boeadii,Uromys boeadii,499.55,1
4154,MURIDAE,Uromys,caudimaculatus,Uromys caudimaculatus,606.75,0
4155,MURIDAE,Uromys,emmae,Uromys emmae,499.55,1
4156,MURIDAE,Uromys,hadrourus,Uromys hadrourus,194,0
4157,MURIDAE,Uromys,imperator,Uromys imperator,499.55,1
4158,MURIDAE,Uromys,neobritannicus,Uromys neobritannicus,612.5,0
4159,MURIDAE,Uromys,porculus,Uromys porculus,499.55,1
4160,MURIDAE,Uromys,rex,Uromys rex,420,0
4161,MURIDAE,Uromys,siebersi,Uromys siebersi,499.55,1
4163,MURIDAE,Vandeleuria,nilagirica,Vandeleuria nilagirica,33.3,1
4164,MURIDAE,Vandeleuria,nolthenii,Vandeleuria nolthenii,56.6,0
4165,MURIDAE,Vandeleuria,oleracea,Vandeleuria oleracea,10,0
4167,MURIDAE,Vernaya,fulva,Vernaya fulva,24.85,0
4169,MURIDAE,Xenuromys,barbatus,Xenuromys barbatus,1000,0
4171,MURIDAE,Xeromys,myoides,Xeromys myoides,41,0
4173,MURIDAE,Zelotomys,hildegardeae,Zelotomys hildegardeae,60,0
4174,MURIDAE,Zelotomys,woosnami,Zelotomys woosnami,54.1,0
4176,MURIDAE,Zyzomys,argurus,Zyzomys argurus,36,0
4177,MURIDAE,Zyzomys,maini,Zyzomys maini,94,0
4178,MURIDAE,Zyzomys,palatalis,Zyzomys palatalis,123,0
4179,MURIDAE,Zyzomys,pedunculatus,Zyzomys pedunculatus,100,0
4180,MURIDAE,Zyzomys,woodwardi,Zyzomys woodwardi,136,0
4183,MUSTELIDAE,Aonyx,capensis,Aonyx capensis,18999.842,0
4184,MUSTELIDAE,Aonyx,cinerea,Aonyx cinerea,1747.60725,0
4185,MUSTELIDAE,Aonyx,congicus,Aonyx congicus,23800.167,0
4187,MUSTELIDAE,Arctonyx,collaris,Arctonyx collaris,6356,0
4189,MUSTELIDAE,Eira,barbara,Eira barbara,3910.029,0
4191,MUSTELIDAE,Enhydra,lutris,Enhydra lutris,23500,0
4193,MUSTELIDAE,Galictis,cuja,Galictis cuja,1000,0
4194,MUSTELIDAE,Galictis,vittata,Galictis vittata,3200,0
4196,MUSTELIDAE,Gulo,gulo,Gulo gulo,17012.5645,0
4198,MUSTELIDAE,Ictonyx,libyca,Ictonyx libyca,2062.5,0
4199,MUSTELIDAE,Ictonyx,striatus,Ictonyx striatus,1299.99,0
4201,MUSTELIDAE,Lontra,canadensis,Lontra canadensis,8087.42,0
4202,MUSTELIDAE,Lontra,felina,Lontra felina,30600,0
4203,MUSTELIDAE,Lontra,longicaudis,Lontra longicaudis,6554.959,0
4204,MUSTELIDAE,Lontra,provocax,Lontra provocax,7499.978,0
4206,MUSTELIDAE,Lutra,lutra,Lutra lutra,8785.142333,0
4207,MUSTELIDAE,Lutra,maculicollis,Lutra maculicollis,4000,0
4208,MUSTELIDAE,Lutra,sumatrana,Lutra sumatrana,5500,0
4210,MUSTELIDAE,Lutrogale,perspicillata,Lutrogale perspicillata,9483.3335,0
4212,MUSTELIDAE,Lyncodon,patagonicus,Lyncodon patagonicus,224.999,0
4214,MUSTELIDAE,Martes,americana,Martes americana,1250,0
4215,MUSTELIDAE,Martes,flavigula,Martes flavigula,1842.5,0
4216,MUSTELIDAE,Martes,foina,Martes foina,1540.8,0
4217,MUSTELIDAE,Martes,gwatkinsii,Martes gwatkinsii,2043,0
4218,MUSTELIDAE,Martes,martes,Martes martes,1300,0
4219,MUSTELIDAE,Martes,melampus,Martes melampus,1000,0
4220,MUSTELIDAE,Martes,pennanti,Martes pennanti,4000,0
4221,MUSTELIDAE,Martes,zibellina,Martes zibellina,1130,0
4223,MUSTELIDAE,Meles,anakuma,Meles anakuma,13000,1
4224,MUSTELIDAE,Meles,leucurus,Meles leucurus,13000,1
4225,MUSTELIDAE,Meles,meles,Meles meles,13000,0
4227,MUSTELIDAE,Mellivora,capensis,Mellivora capensis,8500,0
4229,MUSTELIDAE,Melogale,everetti,Melogale everetti,1500,0
