TaxonID,Family,Genus,Species,MammalName,Mass,FillMass
1692,CTENOMYIDAE,Ctenomys,bergi,Ctenomys bergi,289.2457297,1
1693,CTENOMYIDAE,Ctenomys,boliviensis,Ctenomys boliviensis,534.995,0
1694,CTENOMYIDAE,Ctenomys,bonettoi,Ctenomys bonettoi,202.302,0
1695,CTENOMYIDAE,Ctenomys,brasiliensis,Ctenomys brasiliensis,400,0
1696,CTENOMYIDAE,Ctenomys,budini,Ctenomys budini,289.2457297,1
1697,CTENOMYIDAE,Ctenomys,colburni,Ctenomys colburni,400,0
1698,CTENOMYIDAE,Ctenomys,coludo,Ctenomys coludo,289.2457297,1
1699,CTENOMYIDAE,Ctenomys,conoveri,Ctenomys conoveri,860.003,0
1700,CTENOMYIDAE,Ctenomys,coyhaiquensis,Ctenomys coyhaiquensis,289.2457297,1
1701,CTENOMYIDAE,Ctenomys,dorbignyi,Ctenomys dorbignyi,289.2457297,1
1702,CTENOMYIDAE,Ctenomys,dorsalis,Ctenomys dorsalis,165.6,0
1703,CTENOMYIDAE,Ctenomys,emilianus,Ctenomys emilianus,285.299,0
1704,CTENOMYIDAE,Ctenomys,famosus,Ctenomys famosus,289.2457297,1
1705,CTENOMYIDAE,Ctenomys,flamarioni,Ctenomys flamarioni,289.2457297,1
1706,CTENOMYIDAE,Ctenomys,fochi,Ctenomys fochi,289.2457297,1
1707,CTENOMYIDAE,Ctenomys,fodax,Ctenomys fodax,289.2457297,1
1708,CTENOMYIDAE,Ctenomys,frater,Ctenomys frater,172.898,0
1709,CTENOMYIDAE,Ctenomys,fulvus,Ctenomys fulvus,261.999,0
1710,CTENOMYIDAE,Ctenomys,goodfellowi,Ctenomys goodfellowi,289.2457297,1
1711,CTENOMYIDAE,Ctenomys,haigi,Ctenomys haigi,163.999,0
1712,CTENOMYIDAE,Ctenomys,johannis,Ctenomys johannis,289.2457297,1
1713,CTENOMYIDAE,Ctenomys,juris,Ctenomys juris,289.2457297,1
1714,CTENOMYIDAE,Ctenomys,knighti,Ctenomys knighti,316.002,0
1715,CTENOMYIDAE,Ctenomys,lami,Ctenomys lami,289.2457297,1
1716,CTENOMYIDAE,Ctenomys,latro,Ctenomys latro,191.999,0
1717,CTENOMYIDAE,Ctenomys,leucodon,Ctenomys leucodon,243.602,0
1718,CTENOMYIDAE,Ctenomys,lewisi,Ctenomys lewisi,117.201,0
1719,CTENOMYIDAE,Ctenomys,magellanicus,Ctenomys magellanicus,272.001,0
1720,CTENOMYIDAE,Ctenomys,maulinus,Ctenomys maulinus,215.001,0
1721,CTENOMYIDAE,Ctenomys,mendocinus,Ctenomys mendocinus,163.05,0
1722,CTENOMYIDAE,Ctenomys,minutus,Ctenomys minutus,92,0
1723,CTENOMYIDAE,Ctenomys,occultus,Ctenomys occultus,150,0
1724,CTENOMYIDAE,Ctenomys,opimus,Ctenomys opimus,361.501,0
1725,CTENOMYIDAE,Ctenomys,osvaldoreigi,Ctenomys osvaldoreigi,289.2457297,1
1726,CTENOMYIDAE,Ctenomys,pearsoni,Ctenomys pearsoni,212.002,0
1727,CTENOMYIDAE,Ctenomys,perrensi,Ctenomys perrensi,400,0
1728,CTENOMYIDAE,Ctenomys,peruanus,Ctenomys peruanus,490.004,0
1729,CTENOMYIDAE,Ctenomys,pilarensis,Ctenomys pilarensis,289.2457297,1
1730,CTENOMYIDAE,Ctenomys,pontifex,Ctenomys pontifex,400,0
1731,CTENOMYIDAE,Ctenomys,porteousi,Ctenomys porteousi,192.402,0
1732,CTENOMYIDAE,Ctenomys,pundti,Ctenomys pundti,289.2457297,1
1733,CTENOMYIDAE,Ctenomys,rionegrensis,Ctenomys rionegrensis,289.2457297,1
1734,CTENOMYIDAE,Ctenomys,roigi,Ctenomys roigi,289.2457297,1
1735,CTENOMYIDAE,Ctenomys,saltarius,Ctenomys saltarius,230.001,0
1736,CTENOMYIDAE,Ctenomys,scagliai,Ctenomys scagliai,289.2457297,1
1737,CTENOMYIDAE,Ctenomys,sericeus,Ctenomys sericeus,400,0
1738,CTENOMYIDAE,Ctenomys,sociabilis,Ctenomys sociabilis,400,0
1739,CTENOMYIDAE,Ctenomys,steinbachi,Ctenomys steinbachi,384.999,0
1740,CTENOMYIDAE,Ctenomys,sylvanus,Ctenomys sylvanus,289.2457297,1
1741,CTENOMYIDAE,Ctenomys,talarum,Ctenomys talarum,132.334,0
1742,CTENOMYIDAE,Ctenomys,torquatus,Ctenomys torquatus,209.498,0
1743,CTENOMYIDAE,Ctenomys,tuconax,Ctenomys tuconax,249,0
1744,CTENOMYIDAE,Ctenomys,tucumanus,Ctenomys tucumanus,217,0
1745,CTENOMYIDAE,Ctenomys,tulduco,Ctenomys tulduco,289.2457297,1
1746,CTENOMYIDAE,Ctenomys,validus,Ctenomys validus,232.6,0
1747,CTENOMYIDAE,Ctenomys,viperinus,Ctenomys viperinus,289.2457297,1
1748,CTENOMYIDAE,Ctenomys,yolandae,Ctenomys yolandae,289.2457297,1
1751,CUNICULIDAE,Cuniculus,paca,Cuniculus paca,8000,0
1752,CUNICULIDAE,Cuniculus,taczanowskii,Cuniculus taczanowskii,8999.948,0
1755,CYCLOPEDIDAE,Cyclopes,didactylus,Cyclopes didactylus,329.503,0
1758,CYNOCEPHALIDAE,Cynocephalus,volans,Cynocephalus volans,1250,0
1760,CYNOCEPHALIDAE,Galeopterus,variegatus,Galeopterus variegatus,1012.5,0
1763,DASYPODIDAE,Cabassous,centralis,Cabassous centralis,3809.956,0
1764,DASYPODIDAE,Cabassous,chacoensis,Cabassous chacoensis,1490.013,0
1765,DASYPODIDAE,Cabassous,tatouay,Cabassous tatouay,5349.953,0
1766,DASYPODIDAE,Cabassous,unicinctus,Cabassous unicinctus,4799.986,0
1768,DASYPODIDAE,Chaetophractus,nationi,Chaetophractus nationi,2150.008,0
1769,DASYPODIDAE,Chaetophractus,vellerosus,Chaetophractus vellerosus,1030.007,0
1770,DASYPODIDAE,Chaetophractus,villosus,Chaetophractus villosus,4540.043,0
1772,DASYPODIDAE,Chlamyphorus,retusus,Chlamyphorus retusus,129.999,0
1773,DASYPODIDAE,Chlamyphorus,truncatus,Chlamyphorus truncatus,44.3,0
1775,DASYPODIDAE,Dasypus,hybridus,Dasypus hybridus,1499.996,0
1776,DASYPODIDAE,Dasypus,kappleri,Dasypus kappleri,9500,0
1777,DASYPODIDAE,Dasypus,novemcinctus,Dasypus novemcinctus,4203.78,0
1778,DASYPODIDAE,Dasypus,pilosus,Dasypus pilosus,4444.982,0
1779,DASYPODIDAE,Dasypus,sabanicola,Dasypus sabanicola,1150.006,0
1780,DASYPODIDAE,Dasypus,septemcinctus,Dasypus septemcinctus,1526.652,0
1781,DASYPODIDAE,Dasypus,yepesi,Dasypus yepesi,3720.902667,1
1783,DASYPODIDAE,Euphractus,sexcinctus,Euphractus sexcinctus,4782.886,0
1785,DASYPODIDAE,Priodontes,maximus,Priodontes maximus,45359.682,0
1787,DASYPODIDAE,Tolypeutes,matacus,Tolypeutes matacus,1199.997,0
1788,DASYPODIDAE,Tolypeutes,tricinctus,Tolypeutes tricinctus,1486.997,0
1790,DASYPODIDAE,Zaedyus,pichiy,Zaedyus pichiy,1380.003,0
1793,DASYPROCTIDAE,Dasyprocta,azarae,Dasyprocta azarae,2309.989,0
1794,DASYPROCTIDAE,Dasyprocta,coibae,Dasyprocta coibae,3039.454556,1
1795,DASYPROCTIDAE,Dasyprocta,cristata,Dasyprocta cristata,2650.025,0
1796,DASYPROCTIDAE,Dasyprocta,fuliginosa,Dasyprocta fuliginosa,3500.016,0
1797,DASYPROCTIDAE,Dasyprocta,guamara,Dasyprocta guamara,2650.025,0
1798,DASYPROCTIDAE,Dasyprocta,kalinowskii,Dasyprocta kalinowskii,2650.025,0
1799,DASYPROCTIDAE,Dasyprocta,leporina,Dasyprocta leporina,3020.021,0
1800,DASYPROCTIDAE,Dasyprocta,mexicana,Dasyprocta mexicana,5000,0
1801,DASYPROCTIDAE,Dasyprocta,prymnolopha,Dasyprocta prymnolopha,2900.013,0
1802,DASYPROCTIDAE,Dasyprocta,punctata,Dasyprocta punctata,2674.977,0
1803,DASYPROCTIDAE,Dasyprocta,ruatanica,Dasyprocta ruatanica,3039.454556,1
1805,DASYPROCTIDAE,Myoprocta,acouchy,Myoprocta acouchy,599.998,0
1806,DASYPROCTIDAE,Myoprocta,pratti,Myoprocta pratti,599.998,1
1809,DASYURIDAE,Antechinomys,laniger,Antechinomys laniger,-9999,0
1811,DASYURIDAE,Antechinus,adustus,Antechinus adustus,53.42857143,1
1812,DASYURIDAE,Antechinus,agilis,Antechinus agilis,53.42857143,1
1813,DASYURIDAE,Antechinus,bellus,Antechinus bellus,44.5,0
1814,DASYURIDAE,Antechinus,flavipes,Antechinus flavipes,45,0
1815,DASYURIDAE,Antechinus,godmani,Antechinus godmani,76.5,0
1816,DASYURIDAE,Antechinus,leo,Antechinus leo,74,0
1817,DASYURIDAE,Antechinus,minimus,Antechinus minimus,53.5,0
1818,DASYURIDAE,Antechinus,stuartii,Antechinus stuartii,27.5,0
1819,DASYURIDAE,Antechinus,subtropicus,Antechinus subtropicus,53.42857143,1
1820,DASYURIDAE,Antechinus,swainsonii,Antechinus swainsonii,53,0
1822,DASYURIDAE,Dasycercus,blythi,Dasycercus blythi,100,1
1823,DASYURIDAE,Dasycercus,cristicauda,Dasycercus cristicauda,100,0
1825,DASYURIDAE,Dasykaluta,rosamondae,Dasykaluta rosamondae,28.75,0
1827,DASYURIDAE,Dasyuroides,byrnei,Dasyuroides byrnei,103.75,0
1829,DASYURIDAE,Dasyurus,albopunctatus,Dasyurus albopunctatus,637,0
1830,DASYURIDAE,Dasyurus,geoffroii,Dasyurus geoffroii,1100,0
1831,DASYURIDAE,Dasyurus,hallucatus,Dasyurus hallucatus,525,0
1832,DASYURIDAE,Dasyurus,maculatus,Dasyurus maculatus,5500,0
1833,DASYURIDAE,Dasyurus,spartacus,Dasyurus spartacus,1770.4,1
1834,DASYURIDAE,Dasyurus,viverrinus,Dasyurus viverrinus,1090,0
1836,DASYURIDAE,Murexia,habbema,Murexia habbema,118.9458333,1
1837,DASYURIDAE,Murexia,longicaudata,Murexia longicaudata,335.8333333,0
1838,DASYURIDAE,Murexia,melanurus,Murexia melanurus,47.8,0
1839,DASYURIDAE,Murexia,naso,Murexia naso,48.4,0
1840,DASYURIDAE,Murexia,rothschildi,Murexia rothschildi,43.75,0
1842,DASYURIDAE,Myoictis,leucura,Myoictis leucura,200,1
1843,DASYURIDAE,Myoictis,melas,Myoictis melas,200,0
1844,DASYURIDAE,Myoictis,wallacei,Myoictis wallacei,200,1
1845,DASYURIDAE,Myoictis,wavicus,Myoictis wavicus,200,1
1847,DASYURIDAE,Neophascogale,lorentzii,Neophascogale lorentzii,212,0
1849,DASYURIDAE,Ningaui,ridei,Ningaui ridei,8.5,0
1850,DASYURIDAE,Ningaui,timealeyi,Ningaui timealeyi,5.7,0
1851,DASYURIDAE,Ningaui,yvonneae,Ningaui yvonneae,7,0
1853,DASYURIDAE,Parantechinus,apicalis,Parantechinus apicalis,68.75,0
1855,DASYURIDAE,Phascogale,calura,Phascogale calura,51.5,0
1856,DASYURIDAE,Phascogale,pirata,Phascogale pirata,122.5,1
1857,DASYURIDAE,Phascogale,tapoatafa,Phascogale tapoatafa,193.5,0
1859,DASYURIDAE,Phascolosorex,doriae,Phascolosorex doriae,168.306,0
1860,DASYURIDAE,Phascolosorex,dorsalis,Phascolosorex dorsalis,138.5,0
1862,DASYURIDAE,Planigale,gilesi,Planigale gilesi,9.2,0
1863,DASYURIDAE,Planigale,ingrami,Planigale ingrami,4.25,0
1864,DASYURIDAE,Planigale,maculata,Planigale maculata,11,0
1865,DASYURIDAE,Planigale,novaeguineae,Planigale novaeguineae,14.9,0
1866,DASYURIDAE,Planigale,tenuirostris,Planigale tenuirostris,6.05,0
1868,DASYURIDAE,Pseudantechinus,bilarni,Pseudantechinus bilarni,27.5,0
1869,DASYURIDAE,Pseudantechinus,macdonnellensis,Pseudantechinus macdonnellensis,32.5,0
1870,DASYURIDAE,Pseudantechinus,mimulus,Pseudantechinus mimulus,30,1
1871,DASYURIDAE,Pseudantechinus,ningbing,Pseudantechinus ningbing,20,0
1872,DASYURIDAE,Pseudantechinus,roryi,Pseudantechinus roryi,30,1
1873,DASYURIDAE,Pseudantechinus,woolleyae,Pseudantechinus woolleyae,40,0
1875,DASYURIDAE,Sarcophilus,harrisii,Sarcophilus harrisii,-9999,0
1877,DASYURIDAE,Sminthopsis,aitkeni,Sminthopsis aitkeni,22.5,0
1878,DASYURIDAE,Sminthopsis,archeri,Sminthopsis archeri,16,0
1879,DASYURIDAE,Sminthopsis,bindi,Sminthopsis bindi,21.94166667,1
1880,DASYURIDAE,Sminthopsis,butleri,Sminthopsis butleri,25,0
1881,DASYURIDAE,Sminthopsis,crassicaudata,Sminthopsis crassicaudata,15,0
1882,DASYURIDAE,Sminthopsis,dolichura,Sminthopsis dolichura,13.6,0
1883,DASYURIDAE,Sminthopsis,douglasi,Sminthopsis douglasi,55,0
1884,DASYURIDAE,Sminthopsis,fuliginosus,Sminthopsis fuliginosus,21.94166667,1
1885,DASYURIDAE,Sminthopsis,gilberti,Sminthopsis gilberti,19.5,0
1886,DASYURIDAE,Sminthopsis,granulipes,Sminthopsis granulipes,25,0
1887,DASYURIDAE,Sminthopsis,griseoventer,Sminthopsis griseoventer,17.5,0
1888,DASYURIDAE,Sminthopsis,hirtipes,Sminthopsis hirtipes,15,0
1889,DASYURIDAE,Sminthopsis,leucopus,Sminthopsis leucopus,26,0
1890,DASYURIDAE,Sminthopsis,longicaudata,Sminthopsis longicaudata,18,0
1891,DASYURIDAE,Sminthopsis,macroura,Sminthopsis macroura,20,0
1892,DASYURIDAE,Sminthopsis,murina,Sminthopsis murina,17,0
1893,DASYURIDAE,Sminthopsis,ooldea,Sminthopsis ooldea,11,0
1894,DASYURIDAE,Sminthopsis,psammophila,Sminthopsis psammophila,33.5,0
1895,DASYURIDAE,Sminthopsis,virginiae,Sminthopsis virginiae,35.25,0
1896,DASYURIDAE,Sminthopsis,youngsoni,Sminthopsis youngsoni,10.1,0
1899,DAUBENTONIIDAE,Daubentonia,madagascariensis,Daubentonia madagascariensis,2500,0
1955,DIATOMYIDAE,Laonastes,aenigmamus,Laonastes aenigmamus,-9999,0
1958,DIDELPHIDAE,Caluromys,derbianus,Caluromys derbianus,297.002,0
1959,DIDELPHIDAE,Caluromys,lanatus,Caluromys lanatus,324.997,0
1960,DIDELPHIDAE,Caluromys,philander,Caluromys philander,229.25,0
1962,DIDELPHIDAE,Caluromysiops,irrupta,Caluromysiops irrupta,250,0
1964,DIDELPHIDAE,Chacodelphys,formosa,Chacodelphys formosa,-9999,0
1966,DIDELPHIDAE,Chironectes,minimus,Chironectes minimus,945.998,0
1968,DIDELPHIDAE,Cryptonanus,agricolai,Cryptonanus agricolai,-9999,0
1969,DIDELPHIDAE,Cryptonanus,chacoensis,Cryptonanus chacoensis,-9999,0
1970,DIDELPHIDAE,Cryptonanus,guahybae,Cryptonanus guahybae,-9999,0
1971,DIDELPHIDAE,Cryptonanus,ignitus,Cryptonanus ignitus,-9999,0
1972,DIDELPHIDAE,Cryptonanus,unduaviensis,Cryptonanus unduaviensis,-9999,0
1974,DIDELPHIDAE,Didelphis,albiventris,Didelphis albiventris,904.003,0
1975,DIDELPHIDAE,Didelphis,aurita,Didelphis aurita,1163.992,0
1976,DIDELPHIDAE,Didelphis,imperfecta,Didelphis imperfecta,1338.6605,1
1977,DIDELPHIDAE,Didelphis,marsupialis,Didelphis marsupialis,1091.164,0
1978,DIDELPHIDAE,Didelphis,pernigra,Didelphis pernigra,1338.6605,1
1979,DIDELPHIDAE,Didelphis,virginiana,Didelphis virginiana,2195.483,0
1981,DIDELPHIDAE,Glironia,venusta,Glironia venusta,113.999,0
1983,DIDELPHIDAE,Gracilinanus,aceramarcae,Gracilinanus aceramarcae,20.5,0
1984,DIDELPHIDAE,Gracilinanus,agilis,Gracilinanus agilis,22,0
1985,DIDELPHIDAE,Gracilinanus,dryas,Gracilinanus dryas,18,0
1986,DIDELPHIDAE,Gracilinanus,emiliae,Gracilinanus emiliae,7.6,0
1987,DIDELPHIDAE,Gracilinanus,marica,Gracilinanus marica,23.8,0
1988,DIDELPHIDAE,Gracilinanus,microtarsus,Gracilinanus microtarsus,31,0
1990,DIDELPHIDAE,Hyladelphys,kalinowskii,Hyladelphys kalinowskii,-9999,0
1992,DIDELPHIDAE,Lestodelphys,halli,Lestodelphys halli,75.999,0
1994,DIDELPHIDAE,Lutreolina,crassicaudata,Lutreolina crassicaudata,537.304,0
1996,DIDELPHIDAE,Marmosa,andersoni,Marmosa andersoni,47.4,0
1997,DIDELPHIDAE,Marmosa,lepida,Marmosa lepida,14,0
1998,DIDELPHIDAE,Marmosa,mexicana,Marmosa mexicana,49.45,0
1999,DIDELPHIDAE,Marmosa,murina,Marmosa murina,26,0
2000,DIDELPHIDAE,Marmosa,quichua,Marmosa quichua,41.889625,1
2001,DIDELPHIDAE,Marmosa,robinsoni,Marmosa robinsoni,56.667,0
2002,DIDELPHIDAE,Marmosa,rubra,Marmosa rubra,63,0
2003,DIDELPHIDAE,Marmosa,tyleriana,Marmosa tyleriana,32.4,0
2004,DIDELPHIDAE,Marmosa,xerophila,Marmosa xerophila,46.2,0
2006,DIDELPHIDAE,Marmosops,bishopi,Marmosops bishopi,37.5875,1
2007,DIDELPHIDAE,Marmosops,cracens,Marmosops cracens,25.5,0
2008,DIDELPHIDAE,Marmosops,creightoni,Marmosops creightoni,37.5875,1
2009,DIDELPHIDAE,Marmosops,fuscatus,Marmosops fuscatus,60,0
2010,DIDELPHIDAE,Marmosops,handleyi,Marmosops handleyi,30.7,0
2011,DIDELPHIDAE,Marmosops,impavidus,Marmosops impavidus,40.5,0
2012,DIDELPHIDAE,Marmosops,incanus,Marmosops incanus,62.3,0
2013,DIDELPHIDAE,Marmosops,invictus,Marmosops invictus,29.2,0
2014,DIDELPHIDAE,Marmosops,juninensis,Marmosops juninensis,37.5875,1
2015,DIDELPHIDAE,Marmosops,neblina,Marmosops neblina,37.5875,1
2016,DIDELPHIDAE,Marmosops,noctivagus,Marmosops noctivagus,37.5,0
2017,DIDELPHIDAE,Marmosops,ocellatus,Marmosops ocellatus,37.5875,1
2018,DIDELPHIDAE,Marmosops,parvidens,Marmosops parvidens,15,0
2019,DIDELPHIDAE,Marmosops,paulensis,Marmosops paulensis,37.5875,1
2020,DIDELPHIDAE,Marmosops,pinheiroi,Marmosops pinheiroi,37.5875,1
2022,DIDELPHIDAE,Metachirus,nudicaudatus,Metachirus nudicaudatus,375,0
2024,DIDELPHIDAE,Micoureus,alstoni,Micoureus alstoni,132.3,0
2025,DIDELPHIDAE,Micoureus,constantiae,Micoureus constantiae,89.999,0
2026,DIDELPHIDAE,Micoureus,demerarae,Micoureus demerarae,75.75,0
2027,DIDELPHIDAE,Micoureus,paraguayanus,Micoureus paraguayanus,104.162,1
2028,DIDELPHIDAE,Micoureus,phaeus,Micoureus phaeus,104.162,1
2029,DIDELPHIDAE,Micoureus,regina,Micoureus regina,118.599,0
2031,DIDELPHIDAE,Monodelphis,adusta,Monodelphis adusta,35,0
2032,DIDELPHIDAE,Monodelphis,americana,Monodelphis americana,19.5,0
2033,DIDELPHIDAE,Monodelphis,brevicaudata,Monodelphis brevicaudata,69.626,0
2034,DIDELPHIDAE,Monodelphis,dimidiata,Monodelphis dimidiata,58,0
2035,DIDELPHIDAE,Monodelphis,domestica,Monodelphis domestica,71.4,0
2036,DIDELPHIDAE,Monodelphis,emiliae,Monodelphis emiliae,40,0
2037,DIDELPHIDAE,Monodelphis,glirina,Monodelphis glirina,109.3309286,1
2038,DIDELPHIDAE,Monodelphis,iheringi,Monodelphis iheringi,112.001,0
2039,DIDELPHIDAE,Monodelphis,kunsi,Monodelphis kunsi,11.3,0
2040,DIDELPHIDAE,Monodelphis,maraxina,Monodelphis maraxina,109.3309286,1
2041,DIDELPHIDAE,Monodelphis,osgoodi,Monodelphis osgoodi,112.001,0
2042,DIDELPHIDAE,Monodelphis,palliolata,Monodelphis palliolata,109.3309286,1
2043,DIDELPHIDAE,Monodelphis,reigi,Monodelphis reigi,109.3309286,1
2044,DIDELPHIDAE,Monodelphis,ronaldi,Monodelphis ronaldi,109.3309286,1
2045,DIDELPHIDAE,Monodelphis,rubida,Monodelphis rubida,45.5,0
2046,DIDELPHIDAE,Monodelphis,scalops,Monodelphis scalops,741.003,0
2047,DIDELPHIDAE,Monodelphis,sorex,Monodelphis sorex,48,0
2048,DIDELPHIDAE,Monodelphis,theresa,Monodelphis theresa,112.001,0
2049,DIDELPHIDAE,Monodelphis,umbristriata,Monodelphis umbristriata,109.3309286,1
2050,DIDELPHIDAE,Monodelphis,unistriata,Monodelphis unistriata,55.301,0
2052,DIDELPHIDAE,Philander,andersoni,Philander andersoni,324.997,0
2053,DIDELPHIDAE,Philander,deltae,Philander deltae,455.248,1
2054,DIDELPHIDAE,Philander,frenatus,Philander frenatus,455.248,1
2055,DIDELPHIDAE,Philander,mcilhennyi,Philander mcilhennyi,455.248,1
2056,DIDELPHIDAE,Philander,mondolfii,Philander mondolfii,455.248,1
2057,DIDELPHIDAE,Philander,opossum,Philander opossum,585.499,0
2059,DIDELPHIDAE,Thylamys,cinderella,Thylamys cinderella,25.24,1
2060,DIDELPHIDAE,Thylamys,elegans,Thylamys elegans,28.9,0
2061,DIDELPHIDAE,Thylamys,karimii,Thylamys karimii,25.24,1
2062,DIDELPHIDAE,Thylamys,macrurus,Thylamys macrurus,20.7,0
2063,DIDELPHIDAE,Thylamys,pallidior,Thylamys pallidior,14.9,0
2064,DIDELPHIDAE,Thylamys,pusillus,Thylamys pusillus,41,0
2065,DIDELPHIDAE,Thylamys,sponsorius,Thylamys sponsorius,25.24,1
2066,DIDELPHIDAE,Thylamys,tatei,Thylamys tatei,25.24,1
2067,DIDELPHIDAE,Thylamys,velutinus,Thylamys velutinus,20.7,0
2068,DIDELPHIDAE,Thylamys,venustus,Thylamys venustus,25.24,1
2070,DIDELPHIDAE,Tlacuatzin,canescens,Tlacuatzin canescens,60,0
2073,DINOMYIDAE,Dinomys,branickii,Dinomys branickii,12500,0
2076,DIPODIDAE,Allactaga,balikunica,Allactaga balikunica,28,0
2077,DIPODIDAE,Allactaga,bullata,Allactaga bullata,28,0
2078,DIPODIDAE,Allactaga,elater,Allactaga elater,59,0
2079,DIPODIDAE,Allactaga,euphratica,Allactaga euphratica,232,0
2080,DIPODIDAE,Allactaga,firouzi,Allactaga firouzi,28,0
2081,DIPODIDAE,Allactaga,hotsoni,Allactaga hotsoni,76.5,0
2082,DIPODIDAE,Allactaga,major,Allactaga major,350,0
2083,DIPODIDAE,Allactaga,severtzovi,Allactaga severtzovi,159,0
2084,DIPODIDAE,Allactaga,sibirica,Allactaga sibirica,97.5,0
2085,DIPODIDAE,Allactaga,tetradactyla,Allactaga tetradactyla,52,0
2086,DIPODIDAE,Allactaga,vinogradovi,Allactaga vinogradovi,28,0
2087,DIPODIDAE,Allactaga,williamsi,Allactaga williamsi,103.4545455,1
2089,DIPODIDAE,Allactodipus,bobrinskii,Allactodipus bobrinskii,28,0
2091,DIPODIDAE,Cardiocranius,paradoxus,Cardiocranius paradoxus,8.6,0
2093,DIPODIDAE,Dipus,sagitta,Dipus sagitta,85.65,0
2095,DIPODIDAE,Eozapus,setchuanus,Eozapus setchuanus,32.576,0
2097,DIPODIDAE,Eremodipus,lichtensteini,Eremodipus lichtensteini,51,0
2099,DIPODIDAE,Euchoreutes,naso,Euchoreutes naso,24.14,0
2101,DIPODIDAE,Jaculus,blanfordi,Jaculus blanfordi,54.7,0
2102,DIPODIDAE,Jaculus,jaculus,Jaculus jaculus,56.55,0
2103,DIPODIDAE,Jaculus,orientalis,Jaculus orientalis,138,0
2105,DIPODIDAE,Napaeozapus,insignis,Napaeozapus insignis,22.3,0
2107,DIPODIDAE,Paradipus,ctenodactylus,Paradipus ctenodactylus,109.0136036,0
2109,DIPODIDAE,Pygeretmus,platyurus,Pygeretmus platyurus,28,0
2110,DIPODIDAE,Pygeretmus,pumilio,Pygeretmus pumilio,52,0
2111,DIPODIDAE,Pygeretmus,zhitkovi,Pygeretmus zhitkovi,28,0
2113,DIPODIDAE,Salpingotulus,michaelis,Salpingotulus michaelis,3.92,0
2115,DIPODIDAE,Salpingotus,crassicauda,Salpingotus crassicauda,28,0
2116,DIPODIDAE,Salpingotus,heptneri,Salpingotus heptneri,28,0
2117,DIPODIDAE,Salpingotus,kozlovi,Salpingotus kozlovi,28,0
2118,DIPODIDAE,Salpingotus,pallidus,Salpingotus pallidus,28,0
2120,DIPODIDAE,Sicista,armenica,Sicista armenica,28,0
2121,DIPODIDAE,Sicista,betulina,Sicista betulina,8,0
2122,DIPODIDAE,Sicista,caucasica,Sicista caucasica,10,0
2123,DIPODIDAE,Sicista,caudata,Sicista caudata,20.50416667,1
2124,DIPODIDAE,Sicista,concolor,Sicista concolor,28,0
2125,DIPODIDAE,Sicista,kazbegica,Sicista kazbegica,28,0
2126,DIPODIDAE,Sicista,kluchorica,Sicista kluchorica,28,0
2127,DIPODIDAE,Sicista,napaea,Sicista napaea,10,0
2128,DIPODIDAE,Sicista,pseudonapaea,Sicista pseudonapaea,28,0
2129,DIPODIDAE,Sicista,severtzovi,Sicista severtzovi,28,0
2130,DIPODIDAE,Sicista,strandi,Sicista strandi,10.3,0
2131,DIPODIDAE,Sicista,subtilis,Sicista subtilis,11.75,0
2132,DIPODIDAE,Sicista,tianshanica,Sicista tianshanica,28,0
2134,DIPODIDAE,Stylodipus,andrewsi,Stylodipus andrewsi,28,0
2135,DIPODIDAE,Stylodipus,sungorus,Stylodipus sungorus,28,0
2136,DIPODIDAE,Stylodipus,telum,Stylodipus telum,55,0
2138,DIPODIDAE,Zapus,hudsonius,Zapus hudsonius,17.125,0
2139,DIPODIDAE,Zapus,princeps,Zapus princeps,29,0
2140,DIPODIDAE,Zapus,trinotatus,Zapus trinotatus,27.5,0
2148,ECHIMYIDAE,Boromys,offella,Boromys offella,-9999,0
2149,ECHIMYIDAE,Boromys,torrei,Boromys torrei,-9999,0
2151,ECHIMYIDAE,Brotomys,voratus,Brotomys voratus,-9999,0
2153,ECHIMYIDAE,Callistomys,pictus,Callistomys pictus,519.003,0
2155,ECHIMYIDAE,Carterodon,sulcidens,Carterodon sulcidens,113.799,0
2157,ECHIMYIDAE,Clyomys,bishopi,Clyomys bishopi,30,0
2158,ECHIMYIDAE,Clyomys,laticeps,Clyomys laticeps,201.002,0
2160,ECHIMYIDAE,Dactylomys,boliviensis,Dactylomys boliviensis,728.803,0
2161,ECHIMYIDAE,Dactylomys,dactylinus,Dactylomys dactylinus,649.995,0
2162,ECHIMYIDAE,Dactylomys,peruanus,Dactylomys peruanus,381.997,0
2164,ECHIMYIDAE,Diplomys,caniceps,Diplomys caniceps,394.503,0
2165,ECHIMYIDAE,Diplomys,labilis,Diplomys labilis,227.499,0
2167,ECHIMYIDAE,Echimys,chrysurus,Echimys chrysurus,652.499,0
2168,ECHIMYIDAE,Echimys,saturnus,Echimys saturnus,626.902,0
2169,ECHIMYIDAE,Echimys,vieirai,Echimys vieirai,639.7005,1
2171,ECHIMYIDAE,Euryzygomatomys,spinosus,Euryzygomatomys spinosus,187.499,0
2173,ECHIMYIDAE,Heteropsomys,insulans,Heteropsomys insulans,-9999,0
2175,ECHIMYIDAE,Hoplomys,gymnurus,Hoplomys gymnurus,239.999,0
2177,ECHIMYIDAE,Isothrix,bistriata,Isothrix bistriata,445,0
2178,ECHIMYIDAE,Isothrix,negrensis,Isothrix negrensis,327.5,1
