PALM,FRUGIVORE,frugClass,frugFamily,biogeographicRegion,InteractionID,Unique_interaction,frugBodyMASS,FruitLength_cm,PalmTribe,PalmSubfamily,Country,botanicalCountry,referenceKey
Dypsis prestoniana,Cheirogaleus major,MAMMAL,Cheirogaleidae,Afrotropics,Dypsis prestoniana_Cheirogaleus major,1,450,1.35,Areceae,Arecoideae,NA,NA,FAIRCHILD
Dypsis prestoniana,Cheirogaleus medius,MAMMAL,Cheirogaleidae,Afrotropics,Dypsis prestoniana_Cheirogaleus medius,1,181,1.35,Areceae,Arecoideae,NA,NA,FAIRCHILD
Dypsis prestoniana,Eulemur fulvus,MAMMAL,Lemuridae,Afrotropics,Dypsis prestoniana_Eulemur fulvus,1,3150,1.35,Areceae,Arecoideae,MADAGASCAR,MDG,FAIRCHILD
Dypsis prestoniana,Hypsipetes madagascariensis,BIRDS,Pycnonotidae,Afrotropics,Dypsis prestoniana_Hypsipetes madagascariensis,1,45.99,1.35,Areceae,Arecoideae,NA,NA,FAIRCHILD
Dypsis prestoniana,Pteropus rufus,MAMMAL,Pteropodidae,Afrotropics,Dypsis prestoniana_Pteropus rufus,1,361,1.35,Areceae,Arecoideae,NA,NA,FAIRCHILD
Elaeis guineensis,Ara ararauna,BIRDS,Psittacidae,Neotropics,Elaeis guineensis_Ara ararauna,1,1125,4.25,Cocoseae,Arecoideae,BRAZIL,BZC,ZRDKEIW7
Elaeis guineensis,Bycanistes albotibialis,BIRDS,Bucerotidae,Afrotropics,Elaeis guineensis_Bycanistes albotibialis,1,921,4.25,Cocoseae,Arecoideae,CAMEROON,CMN,Q85C4DPU
Elaeis guineensis,Bycanistes fistulator,BIRDS,Bucerotidae,Afrotropics,Elaeis guineensis_Bycanistes fistulator,1,508.09,4.25,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Elaeis guineensis,Ceratogymna atrata,BIRDS,Bucerotidae,Afrotropics,Elaeis guineensis_Ceratogymna atrata,0,1194.79,4.25,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Elaeis guineensis,Ceratogymna atrata,BIRDS,Bucerotidae,Afrotropics,Elaeis guineensis_Ceratogymna atrata,0,1194.79,4.25,Cocoseae,Arecoideae,CAMEROON,CMN,N7TA25VX
Elaeis guineensis,Ceratogymna atrata,BIRDS,Bucerotidae,Afrotropics,Elaeis guineensis_Ceratogymna atrata,1,1194.79,4.25,Cocoseae,Arecoideae,CAMEROON,CMN,Q85C4DPU
Elaeis guineensis,Cercopithecus nictitans,MAMMAL,Cercopithecidae,Afrotropics,Elaeis guineensis_Cercopithecus nictitans,0,5803.345,4.25,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Elaeis guineensis,Cercopithecus nictitans,MAMMAL,Cercopithecidae,Afrotropics,Elaeis guineensis_Cercopithecus nictitans,1,5803.345,4.25,Cocoseae,Arecoideae,CAMEROON,CMN,N7TA25VX
Elaeis guineensis,Civettictis civetta,MAMMAL,Viverridae,Afrotropics,Elaeis guineensis_Civettictis civetta,1,11999.966,4.25,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Elaeis guineensis,Crinifer piscator,BIRDS,Musophagidae,Afrotropics,Elaeis guineensis_Crinifer piscator,1,370,4.25,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Elaeis guineensis,Eidolon helvum,MAMMAL,Pteropodidae,Afrotropics,Elaeis guineensis_Eidolon helvum,0,253.3133333,4.25,Cocoseae,Arecoideae,GHANA,GHA,KNG78VPK
Elaeis guineensis,Eidolon helvum,MAMMAL,Pteropodidae,Afrotropics,Elaeis guineensis_Eidolon helvum,1,253.3133333,4.25,Cocoseae,Arecoideae,NA,NA,SDSODWW
Elaeis guineensis,Gorilla gorilla,MAMMAL,Hominidae,Afrotropics,Elaeis guineensis_Gorilla gorilla,1,131625.515,4.25,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Elaeis guineensis,Gypohierax angolensis,BIRDS,Accipitridae,Afrotropics,Elaeis guineensis_Gypohierax angolensis,1,1600,4.25,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Elaeis guineensis,Lophocebus albigena,MAMMAL,Cercopithecidae,Afrotropics,Elaeis guineensis_Lophocebus albigena,0,7690.065,4.25,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Elaeis guineensis,Lophocebus albigena,MAMMAL,Cercopithecidae,Afrotropics,Elaeis guineensis_Lophocebus albigena,1,7690.065,4.25,Cocoseae,Arecoideae,CAMEROON,CMN,N7TA25VX
Elaeis guineensis,Milvus migrans,BIRDS,Accipitridae,Afrotropics,Elaeis guineensis_Milvus migrans,1,734.1,4.25,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Elaeis guineensis,Pan troglodytes,MAMMAL,Hominidae,Afrotropics,Elaeis guineensis_Pan troglodytes,0,42500,4.25,Cocoseae,Arecoideae,GUINEA-BISAU,GNB,CWU76UKI
Elaeis guineensis,Pan troglodytes,MAMMAL,Hominidae,Afrotropics,Elaeis guineensis_Pan troglodytes,1,42500,4.25,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Elaeis guineensis,Poicephalus gulielmi,BIRDS,Psittacidae,Afrotropics,Elaeis guineensis_Poicephalus gulielmi,1,274.59,4.25,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Elaeis guineensis,Polyboroides typus,BIRDS,Accipitridae,Afrotropics,Elaeis guineensis_Polyboroides typus,1,633.24,4.25,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Elaeis guineensis,Psittacus erithacus,BIRDS,Psittacidae,Afrotropics,Elaeis guineensis_Psittacus erithacus,1,333,4.25,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Elaeis guineensis,Salvator merianae,REPTILES,Teiidae,Neotropics,Elaeis guineensis_Salvator merianae,1,7500,4.25,Cocoseae,Arecoideae,BRAZIL,BZL,RX9KZ5AH
Elaeis guineensis,Tayassu pecari,MAMMAL,Tayassuidae,Neotropics,Elaeis guineensis_Tayassu pecari,1,32233.688,4.25,Cocoseae,Arecoideae,NA,NA,CFFXP4XP
Elaeis guineensis,Turdus leucomelas,BIRDS,Turdidae,Neotropics,Elaeis guineensis_Turdus leucomelas,1,69.1,4.25,Cocoseae,Arecoideae,BRAZIL,BZE,CZ7TPGEA
Elaeis oleifera,Caracara plancus,BIRDS,Falconidae,Neotropics,Elaeis oleifera_Caracara plancus,1,1078.62,2.75,Cocoseae,Arecoideae,BRAZIL,BZC,WWOWKD
Elaeis oleifera,Piaractus brachypomus,FISH,Serrasalmidae,Neotropics,Elaeis oleifera_Piaractus brachypomus,1,NA,2.75,Cocoseae,Arecoideae,VENEZUELA,VEN,6WBPN3MQ
Eremospatha cabrae,Pan troglodytes,MAMMAL,Hominidae,Afrotropics,Eremospatha cabrae_Pan troglodytes,1,42500,2.75,Lepidocaryeae,Calamoideae,NA,NA,FAIRCHILD
Eremospatha macrocarpa,Ceratogymna atrata,BIRDS,Bucerotidae,Afrotropics,Eremospatha macrocarpa_Ceratogymna atrata,0,1194.79,3.25,Lepidocaryeae,Calamoideae,NA,NA,FAIRCHILD
Eremospatha macrocarpa,Ceratogymna atrata,BIRDS,Bucerotidae,Afrotropics,Eremospatha macrocarpa_Ceratogymna atrata,0,1194.79,3.25,Lepidocaryeae,Calamoideae,CAMEROON,CMN,N7TA25VX
Eremospatha macrocarpa,Ceratogymna atrata,BIRDS,Bucerotidae,Afrotropics,Eremospatha macrocarpa_Ceratogymna atrata,1,1194.79,3.25,Lepidocaryeae,Calamoideae,CAMEROON,CMN,WOSMDPW
Eremospatha macrocarpa,Lophocebus albigena,MAMMAL,Cercopithecidae,Afrotropics,Eremospatha macrocarpa_Lophocebus albigena,0,7690.065,3.25,Lepidocaryeae,Calamoideae,NA,NA,FAIRCHILD
Eremospatha macrocarpa,Lophocebus albigena,MAMMAL,Cercopithecidae,Afrotropics,Eremospatha macrocarpa_Lophocebus albigena,1,7690.065,3.25,Lepidocaryeae,Calamoideae,CAMEROON,CMN,N7TA25VX
Eremospatha wendlandiana,Cephalophus callipygus,MAMMAL,Bovidae,Afrotropics,Eremospatha wendlandiana_Cephalophus callipygus,1,18249.879,2.3,Lepidocaryeae,Calamoideae,NA,NA,FAIRCHILD
Eremospatha wendlandiana,Cephalophus dorsalis,MAMMAL,Bovidae,Afrotropics,Eremospatha wendlandiana_Cephalophus dorsalis,1,20000,2.3,Lepidocaryeae,Calamoideae,NA,NA,FAIRCHILD
Euterpe catinga,Callicebus torquatus,MAMMAL,Pitheciidae,Neotropics,Euterpe catinga_Callicebus torquatus,1,1050.002,1.05,Euterpeae,Arecoideae,NA,NA,FAIRCHILD
Euterpe edulis,Artibeus lituratus,MAMMAL,Phyllostomatidae,Neotropics,Euterpe edulis_Artibeus lituratus,1,60.53533333,1.2,Euterpeae,Arecoideae,NA,NA,FAIRCHILD
Euterpe edulis,Baryphthengus ruficapillus,BIRDS,Momotidae,Neotropics,Euterpe edulis_Baryphthengus ruficapillus,0,141.65,1.2,Euterpeae,Arecoideae,NA,NA,FAIRCHILD
Euterpe edulis,Baryphthengus ruficapillus,BIRDS,Momotidae,Neotropics,Euterpe edulis_Baryphthengus ruficapillus,0,141.65,1.2,Euterpeae,Arecoideae,NA,BZL,PEKDMW3
Euterpe edulis,Baryphthengus ruficapillus,BIRDS,Momotidae,Neotropics,Euterpe edulis_Baryphthengus ruficapillus,1,141.65,1.2,Euterpeae,Arecoideae,NA,BZL,VC6B8BSG
Euterpe edulis,Brotogeris tirica,BIRDS,Psittacidae,Neotropics,Euterpe edulis_Brotogeris tirica,0,63,1.2,Euterpeae,Arecoideae,NA,BZL,3410S21E
Euterpe edulis,Brotogeris tirica,BIRDS,Psittacidae,Neotropics,Euterpe edulis_Brotogeris tirica,0,63,1.2,Euterpeae,Arecoideae,NA,NA,FAIRCHILD
Euterpe edulis,Brotogeris tirica,BIRDS,Psittacidae,Neotropics,Euterpe edulis_Brotogeris tirica,1,63,1.2,Euterpeae,Arecoideae,NA,BZL,PEKDMW3
Euterpe edulis,Carpornis cucullata,BIRDS,Cotingidae,Neotropics,Euterpe edulis_Carpornis cucullata,1,74.19,1.2,Euterpeae,Arecoideae,NA,BZL,PEKDMW3
Euterpe edulis,Celeus flavescens,BIRDS,Picidae,Neotropics,Euterpe edulis_Celeus flavescens,1,139,1.2,Euterpeae,Arecoideae,NA,BZL,PEKDMW3
Euterpe edulis,Cuniculus paca,MAMMAL,Cuniculidae,Neotropics,Euterpe edulis_Cuniculus paca,0,8000,1.2,Euterpeae,Arecoideae,NA,NA,FAIRCHILD
Euterpe edulis,Cuniculus paca,MAMMAL,Cuniculidae,Neotropics,Euterpe edulis_Cuniculus paca,1,8000,1.2,Euterpeae,Arecoideae,NA,BZL,SW6IINCS
Euterpe edulis,Cyanocorax caeruleus,BIRDS,Corvidae,Neotropics,Euterpe edulis_Cyanocorax caeruleus,1,272,1.2,Euterpeae,Arecoideae,NA,BZL,PEKDMW3
Euterpe edulis,Cyclarhis gujanensis,BIRDS,Vireonidae,Neotropics,Euterpe edulis_Cyclarhis gujanensis,1,28.8,1.2,Euterpeae,Arecoideae,NA,BZL,PEKDMW3
Euterpe edulis,Dacnis cayana,BIRDS,Thraupidae,Neotropics,Euterpe edulis_Dacnis cayana,1,13,1.2,Euterpeae,Arecoideae,NA,BZL,PEKDMW3
Euterpe edulis,Dasyprocta leporina,MAMMAL,Dasyproctidae,Neotropics,Euterpe edulis_Dasyprocta leporina,0,3020.021,1.2,Euterpeae,Arecoideae,NA,NA,FAIRCHILD
Euterpe edulis,Dasyprocta leporina,MAMMAL,Dasyproctidae,Neotropics,Euterpe edulis_Dasyprocta leporina,1,3020.021,1.2,Euterpeae,Arecoideae,NA,BZL,SW6IINCS
Euterpe edulis,Eira barbara,MAMMAL,Mustelidae,Neotropics,Euterpe edulis_Eira barbara,1,3910.029,1.2,Euterpeae,Arecoideae,BRAZIL,BZS,WGZIKVW8
Euterpe edulis,Euphonia pectoralis,BIRDS,Thraupidae,Neotropics,Euterpe edulis_Euphonia pectoralis,1,14.4,1.2,Euterpeae,Arecoideae,NA,BZL,PEKDMW3
Euterpe edulis,Euphonia violacea,BIRDS,Thraupidae,Neotropics,Euterpe edulis_Euphonia violacea,1,15,1.2,Euterpeae,Arecoideae,NA,BZL,PEKDMW3
Euterpe edulis,Hylaeamys oniscus,MAMMAL,Cricetidae,Neotropics,Euterpe edulis_Hylaeamys oniscus,1,60.501,1.2,Euterpeae,Arecoideae,NA,BZL,HWXFB448
Euterpe edulis,Lipaugus lanioides,BIRDS,Cotingidae,Neotropics,Euterpe edulis_Lipaugus lanioides,0,94.8,1.2,Euterpeae,Arecoideae,NA,BZL,3410S21E
Euterpe edulis,Lipaugus lanioides,BIRDS,Cotingidae,Neotropics,Euterpe edulis_Lipaugus lanioides,1,94.8,1.2,Euterpeae,Arecoideae,NA,BZL,PEKDMW3
Euterpe edulis,Manacus manacus,BIRDS,Pipridae,Neotropics,Euterpe edulis_Manacus manacus,1,16.7,1.2,Euterpeae,Arecoideae,NA,BZL,H4TMGDZQ
Euterpe edulis,Mazama americana,MAMMAL,Cervidae,Neotropics,Euterpe edulis_Mazama americana,1,22799.746,1.2,Euterpeae,Arecoideae,NA,NA,FAIRCHILD
Euterpe edulis,Myiodynastes maculatus,BIRDS,Tyrannidae,Neotropics,Euterpe edulis_Myiodynastes maculatus,1,43.2,1.2,Euterpeae,Arecoideae,NA,BZL,PEKDMW3
Euterpe edulis,Nasua nasua,MAMMAL,Procyonidae,Neotropics,Euterpe edulis_Nasua nasua,1,3793.849,1.2,Euterpeae,Arecoideae,BRAZIL,BZS,WGZIKVW8
Euterpe edulis,Ortalis guttata,BIRDS,Cracidae,Neotropics,Euterpe edulis_Ortalis guttata,1,547.72,1.2,Euterpeae,Arecoideae,BRAZIL,BZS,WGZIKVW8
Euterpe edulis,Orthogonys chloricterus,BIRDS,Thraupidae,Neotropics,Euterpe edulis_Orthogonys chloricterus,1,40,1.2,Euterpeae,Arecoideae,NA,BZL,PEKDMW3
Euterpe edulis,Pecari tajacu,MAMMAL,Tayassuidae,Neotropics,Euterpe edulis_Pecari tajacu,0,21266.695,1.2,Euterpeae,Arecoideae,NA,NA,CFFXP4XP
Euterpe edulis,Pecari tajacu,MAMMAL,Tayassuidae,Neotropics,Euterpe edulis_Pecari tajacu,1,21266.695,1.2,Euterpeae,Arecoideae,NA,BZL,FVU3FU8K
Euterpe edulis,Penelope obscura,BIRDS,Cracidae,Neotropics,Euterpe edulis_Penelope obscura,0,1770,1.2,Euterpeae,Arecoideae,NA,BZL,3410S21E
Euterpe edulis,Penelope obscura,BIRDS,Cracidae,Neotropics,Euterpe edulis_Penelope obscura,0,1770,1.2,Euterpeae,Arecoideae,NA,NA,FAIRCHILD
Euterpe edulis,Penelope obscura,BIRDS,Cracidae,Neotropics,Euterpe edulis_Penelope obscura,0,1770,1.2,Euterpeae,Arecoideae,NA,BZL,GWHKG3H5
Euterpe edulis,Penelope obscura,BIRDS,Cracidae,Neotropics,Euterpe edulis_Penelope obscura,1,1770,1.2,Euterpeae,Arecoideae,NA,BZL,PEKDMW3
Euterpe edulis,Pionites melanocephalus,BIRDS,Psittacidae,Neotropics,Euterpe edulis_Pionites melanocephalus,0,148.78,1.2,Euterpeae,Arecoideae,NA,BZL,3410S21E
Euterpe edulis,Pionites melanocephalus,BIRDS,Psittacidae,Neotropics,Euterpe edulis_Pionites melanocephalus,1,148.78,1.2,Euterpeae,Arecoideae,NA,NA,FAIRCHILD
Euterpe edulis,Pionus maximiliani,BIRDS,Psittacidae,Neotropics,Euterpe edulis_Pionus maximiliani,1,293,1.2,Euterpeae,Arecoideae,NA,BZL,PEKDMW3
Euterpe edulis,Pipile cujubi,BIRDS,Cracidae,Neotropics,Euterpe edulis_Pipile cujubi,1,1195.82,1.2,Euterpeae,Arecoideae,NA,BZL,RBCSHHF3
Euterpe edulis,Pipile jacutinga,BIRDS,Cracidae,Neotropics,Euterpe edulis_Pipile jacutinga,0,1240.96,1.2,Euterpeae,Arecoideae,NA,BZL,3410S21E
Euterpe edulis,Pipile jacutinga,BIRDS,Cracidae,Neotropics,Euterpe edulis_Pipile jacutinga,0,1240.96,1.2,Euterpeae,Arecoideae,NA,BZL,I7T7SQTA
Euterpe edulis,Pipile jacutinga,BIRDS,Cracidae,Neotropics,Euterpe edulis_Pipile jacutinga,0,1240.96,1.2,Euterpeae,Arecoideae,NA,NA,FAIRCHILD
Euterpe edulis,Pipile jacutinga,BIRDS,Cracidae,Neotropics,Euterpe edulis_Pipile jacutinga,0,1240.96,1.2,Euterpeae,Arecoideae,NA,BZL,GWHKG3H5
Euterpe edulis,Pipile jacutinga,BIRDS,Cracidae,Neotropics,Euterpe edulis_Pipile jacutinga,1,1240.96,1.2,Euterpeae,Arecoideae,NA,BZL,PEKDMW3
Euterpe edulis,Pitangus sulphuratus,BIRDS,Tyrannidae,Neotropics,Euterpe edulis_Pitangus sulphuratus,1,62.85,1.2,Euterpeae,Arecoideae,NA,BZL,PEKDMW3
Euterpe edulis,Ploceus cucullatus,BIRDS,Ploceidae,Neotropics,Euterpe edulis_Ploceus cucullatus,1,36.08,1.2,Euterpeae,Arecoideae,NA,BZL,3410S21E
Euterpe edulis,Procnias nudicollis,BIRDS,Cotingidae,Neotropics,Euterpe edulis_Procnias nudicollis,0,172.04,1.2,Euterpeae,Arecoideae,NA,BZL,3410S21E
Euterpe edulis,Procnias nudicollis,BIRDS,Cotingidae,Neotropics,Euterpe edulis_Procnias nudicollis,0,172.04,1.2,Euterpeae,Arecoideae,NA,BZL,I7T7SQTA
Euterpe edulis,Procnias nudicollis,BIRDS,Cotingidae,Neotropics,Euterpe edulis_Procnias nudicollis,0,172.04,1.2,Euterpeae,Arecoideae,NA,NA,FAIRCHILD
Euterpe edulis,Procnias nudicollis,BIRDS,Cotingidae,Neotropics,Euterpe edulis_Procnias nudicollis,1,172.04,1.2,Euterpeae,Arecoideae,NA,BZL,PEKDMW3
Euterpe edulis,Pteroglossus bailloni,BIRDS,Ramphastidae,Neotropics,Euterpe edulis_Pteroglossus bailloni,0,146,1.2,Euterpeae,Arecoideae,NA,BZL,3410S21E
Euterpe edulis,Pteroglossus bailloni,BIRDS,Ramphastidae,Neotropics,Euterpe edulis_Pteroglossus bailloni,0,146,1.2,Euterpeae,Arecoideae,NA,NA,FAIRCHILD
Euterpe edulis,Pteroglossus bailloni,BIRDS,Ramphastidae,Neotropics,Euterpe edulis_Pteroglossus bailloni,0,146,1.2,Euterpeae,Arecoideae,NA,BZL,GWHKG3H5
Euterpe edulis,Pteroglossus bailloni,BIRDS,Ramphastidae,Neotropics,Euterpe edulis_Pteroglossus bailloni,0,146,1.2,Euterpeae,Arecoideae,NA,BZL,PEKDMW3
Euterpe edulis,Pteroglossus bailloni,BIRDS,Ramphastidae,Neotropics,Euterpe edulis_Pteroglossus bailloni,0,146,1.2,Euterpeae,Arecoideae,NA,BZL,RBCSHHF3
Euterpe edulis,Pteroglossus bailloni,BIRDS,Ramphastidae,Neotropics,Euterpe edulis_Pteroglossus bailloni,1,146,1.2,Euterpeae,Arecoideae,NA,BZL,VC6B8BSG
Euterpe edulis,Pyroderus scutatus,BIRDS,Cotingidae,Neotropics,Euterpe edulis_Pyroderus scutatus,0,357,1.2,Euterpeae,Arecoideae,NA,BZL,3410S21E
Euterpe edulis,Pyroderus scutatus,BIRDS,Cotingidae,Neotropics,Euterpe edulis_Pyroderus scutatus,0,357,1.2,Euterpeae,Arecoideae,NA,NA,FAIRCHILD
Euterpe edulis,Pyroderus scutatus,BIRDS,Cotingidae,Neotropics,Euterpe edulis_Pyroderus scutatus,1,357,1.2,Euterpeae,Arecoideae,NA,BZL,PEKDMW3
Euterpe edulis,Pyrrhura frontalis,BIRDS,Psittacidae,Neotropics,Euterpe edulis_Pyrrhura frontalis,0,72,1.2,Euterpeae,Arecoideae,NA,BZL,3410S21E
Euterpe edulis,Pyrrhura frontalis,BIRDS,Psittacidae,Neotropics,Euterpe edulis_Pyrrhura frontalis,0,72,1.2,Euterpeae,Arecoideae,NA,NA,FAIRCHILD
Euterpe edulis,Pyrrhura frontalis,BIRDS,Psittacidae,Neotropics,Euterpe edulis_Pyrrhura frontalis,1,72,1.2,Euterpeae,Arecoideae,BRAZIL,BZL,PEKDMW3
Euterpe edulis,Ramphastos dicolorus,BIRDS,Ramphastidae,Neotropics,Euterpe edulis_Ramphastos dicolorus,0,331,1.2,Euterpeae,Arecoideae,NA,BZL,3410S21E
Euterpe edulis,Ramphastos dicolorus,BIRDS,Ramphastidae,Neotropics,Euterpe edulis_Ramphastos dicolorus,0,331,1.2,Euterpeae,Arecoideae,NA,NA,FAIRCHILD
Euterpe edulis,Ramphastos dicolorus,BIRDS,Ramphastidae,Neotropics,Euterpe edulis_Ramphastos dicolorus,0,331,1.2,Euterpeae,Arecoideae,NA,BZL,RBCSHHF3
Euterpe edulis,Ramphastos dicolorus,BIRDS,Ramphastidae,Neotropics,Euterpe edulis_Ramphastos dicolorus,1,331,1.2,Euterpeae,Arecoideae,NA,BZL,VC6B8BSG
Euterpe edulis,Ramphastos toco,BIRDS,Ramphastidae,Neotropics,Euterpe edulis_Ramphastos toco,1,617.99,1.2,Euterpeae,Arecoideae,NA,BZL,RBCSHHF3
Euterpe edulis,Ramphastos vitellinus,BIRDS,Ramphastidae,Neotropics,Euterpe edulis_Ramphastos vitellinus,0,360.36,1.2,Euterpeae,Arecoideae,NA,BZL,3410S21E
Euterpe edulis,Ramphastos vitellinus,BIRDS,Ramphastidae,Neotropics,Euterpe edulis_Ramphastos vitellinus,0,360.36,1.2,Euterpeae,Arecoideae,NA,NA,FAIRCHILD
Euterpe edulis,Ramphastos vitellinus,BIRDS,Ramphastidae,Neotropics,Euterpe edulis_Ramphastos vitellinus,0,360.36,1.2,Euterpeae,Arecoideae,NA,BZL,PEKDMW3
Euterpe edulis,Ramphastos vitellinus,BIRDS,Ramphastidae,Neotropics,Euterpe edulis_Ramphastos vitellinus,0,360.36,1.2,Euterpeae,Arecoideae,NA,BZL,RBCSHHF3
Euterpe edulis,Ramphastos vitellinus,BIRDS,Ramphastidae,Neotropics,Euterpe edulis_Ramphastos vitellinus,1,360.36,1.2,Euterpeae,Arecoideae,BRAZIL,BZS,WGZIKVW8
Euterpe edulis,Saltator similis,BIRDS,Cardinalidae,Neotropics,Euterpe edulis_Saltator similis,0,43.3,1.2,Euterpeae,Arecoideae,NA,BZL,HFN8KI6H
Euterpe edulis,Saltator similis,BIRDS,Cardinalidae,Neotropics,Euterpe edulis_Saltator similis,0,43.3,1.2,Euterpeae,Arecoideae,NA,BZL,SW6IINCS
Euterpe edulis,Saltator similis,BIRDS,Cardinalidae,Neotropics,Euterpe edulis_Saltator similis,1,43.3,1.2,Euterpeae,Arecoideae,NA,BZL,VC6B8BSG
Euterpe edulis,Salvator merianae,REPTILES,Teiidae,Neotropics,Euterpe edulis_Salvator merianae,0,7500,1.2,Euterpeae,Arecoideae,NA,NA,FAIRCHILD
Euterpe edulis,Salvator merianae,REPTILES,Teiidae,Neotropics,Euterpe edulis_Salvator merianae,1,7500,1.2,Euterpeae,Arecoideae,NA,BZL,RX9KZ5AH
Euterpe edulis,Sciurus aestuans,MAMMAL,Sciuridae,Neotropics,Euterpe edulis_Sciurus aestuans,0,184.999,1.2,Euterpeae,Arecoideae,NA,NA,FAIRCHILD
Euterpe edulis,Sciurus aestuans,MAMMAL,Sciuridae,Neotropics,Euterpe edulis_Sciurus aestuans,1,184.999,1.2,Euterpeae,Arecoideae,NA,BZL,W728GHWV
Euterpe edulis,Selenidera maculirostris,BIRDS,Ramphastidae,Neotropics,Euterpe edulis_Selenidera maculirostris,0,164,1.2,Euterpeae,Arecoideae,NA,BZL,3410S21E
Euterpe edulis,Selenidera maculirostris,BIRDS,Ramphastidae,Neotropics,Euterpe edulis_Selenidera maculirostris,0,164,1.2,Euterpeae,Arecoideae,NA,NA,FAIRCHILD
Euterpe edulis,Selenidera maculirostris,BIRDS,Ramphastidae,Neotropics,Euterpe edulis_Selenidera maculirostris,0,164,1.2,Euterpeae,Arecoideae,NA,BZL,PEKDMW3
Euterpe edulis,Selenidera maculirostris,BIRDS,Ramphastidae,Neotropics,Euterpe edulis_Selenidera maculirostris,1,164,1.2,Euterpeae,Arecoideae,NA,BZL,VC6B8BSG
Euterpe edulis,Tachyphonus coronatus,BIRDS,Thraupidae,Neotropics,Euterpe edulis_Tachyphonus coronatus,1,29.3,1.2,Euterpeae,Arecoideae,NA,BZL,PEKDMW3
Euterpe edulis,Tangara cayana,BIRDS,Thraupidae,Neotropics,Euterpe edulis_Tangara cayana,1,18,1.2,Euterpeae,Arecoideae,NA,BZL,PEKDMW3
Euterpe edulis,Tangara cyanocephala,BIRDS,Thraupidae,Neotropics,Euterpe edulis_Tangara cyanocephala,1,18,1.2,Euterpeae,Arecoideae,NA,BZL,PEKDMW3
Euterpe edulis,Tangara cyanoptera,BIRDS,Thraupidae,Neotropics,Euterpe edulis_Tangara cyanoptera,1,21.53,1.2,Euterpeae,Arecoideae,NA,BZL,PEKDMW3
Euterpe edulis,Tangara seledon,BIRDS,Thraupidae,Neotropics,Euterpe edulis_Tangara seledon,1,18.7,1.2,Euterpeae,Arecoideae,NA,BZL,PEKDMW3
Euterpe edulis,Tapirus terrestris,MAMMAL,Tapiridae,Neotropics,Euterpe edulis_Tapirus terrestris,0,207500.907,1.2,Euterpeae,Arecoideae,NA,BZL,2SZIGT6A
Euterpe edulis,Tapirus terrestris,MAMMAL,Tapiridae,Neotropics,Euterpe edulis_Tapirus terrestris,0,207500.907,1.2,Euterpeae,Arecoideae,NA,BZL,I7T7SQTA
Euterpe edulis,Tapirus terrestris,MAMMAL,Tapiridae,Neotropics,Euterpe edulis_Tapirus terrestris,1,207500.907,1.2,Euterpeae,Arecoideae,NA,NA,FAIRCHILD
Euterpe edulis,Tayassu pecari,MAMMAL,Tayassuidae,Neotropics,Euterpe edulis_Tayassu pecari,0,32233.688,1.2,Euterpeae,Arecoideae,NA,BZL,4GZW769B
Euterpe edulis,Tayassu pecari,MAMMAL,Tayassuidae,Neotropics,Euterpe edulis_Tayassu pecari,0,32233.688,1.2,Euterpeae,Arecoideae,NA,NA,CFFXP4XP
Euterpe edulis,Tayassu pecari,MAMMAL,Tayassuidae,Neotropics,Euterpe edulis_Tayassu pecari,1,32233.688,1.2,Euterpeae,Arecoideae,NA,BZL,FVU3FU8K
Euterpe edulis,Thraupis ornata,BIRDS,Thraupidae,Neotropics,Euterpe edulis_Thraupis ornata,1,33,1.2,Euterpeae,Arecoideae,NA,BZL,PEKDMW3
Euterpe edulis,Tinamus solitarius,BIRDS,Tinamidae,Neotropics,Euterpe edulis_Tinamus solitarius,1,1386.41,1.2,Euterpeae,Arecoideae,NA,BZL,I7T7SQTA
Euterpe edulis,Tityra cayana,BIRDS,Cotingidae,Neotropics,Euterpe edulis_Tityra cayana,1,68.1,1.2,Euterpeae,Arecoideae,NA,BZL,PEKDMW3
Euterpe edulis,Triclaria malachitacea,BIRDS,Psittacidae,Neotropics,Euterpe edulis_Triclaria malachitacea,0,90,1.2,Euterpeae,Arecoideae,NA,BZL,3410S21E
Euterpe edulis,Triclaria malachitacea,BIRDS,Psittacidae,Neotropics,Euterpe edulis_Triclaria malachitacea,0,90,1.2,Euterpeae,Arecoideae,NA,NA,FAIRCHILD
Euterpe edulis,Triclaria malachitacea,BIRDS,Psittacidae,Neotropics,Euterpe edulis_Triclaria malachitacea,1,90,1.2,Euterpeae,Arecoideae,NA,BZL,PEKDMW3
